id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
P596;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;24/04/2027 14:00;8,50
P597;La dolce vita;Comedy;Federico Fellini;1960;174;12;24/04/2027 10:00;8,00
P598;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;23/04/2027 15:30;7,00
P599;Jûbê ninpûchô;Animation;Yoshiaki Kawajiri;1993;94;12;23/04/2027 13:00;8,50
P600;In a Lonely Place;Drama;Nicholas Ray;1950;94;12;23/04/2027 10:30;8,00
P601;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;22/04/2027 10:30;6,50
P602;Mystic River;Crime;Clint Eastwood;2003;138;12;21/04/2027 10:30;8,00
P603;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;20/04/2027 10:00;7,50
P604;The Color Purple;Drama;Steven Spielberg;1985;154;0;19/04/2027 10:30;6,50
P605;October Sky;Biography;Joe Johnston;1999;108;6;18/04/2027 18:00;10,00
P606;In a Lonely Place;Drama;Nicholas Ray;1950;94;12;18/04/2027 15:30;8,00
P607;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;18/04/2027 13:00;8,50
P608;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;18/04/2027 10:30;8,50
P609;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;17/04/2027 19:00;10,00
P610;La haine;Crime;Mathieu Kassovitz;1995;98;12;17/04/2027 16:30;8,00
P611;The Man Who Shot Liberty Valance;Drama;John Ford;1962;123;12;17/04/2027 13:30;7,50
P612;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;17/04/2027 10:30;8,50
P613;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;16/04/2027 15:00;8,00
P614;Brief Encounter;Drama;David Lean;1945;86;0;16/04/2027 13:00;7,00
P615;Seppuku;Action;Masaki Kobayashi;1962;133;12;16/04/2027 10:00;6,50
P616;The Last Samurai;Action;Edward Zwick;2003;154;12;15/04/2027 15:30;8,50
P617;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;15/04/2027 13:00;7,00
P618;Mystic River;Crime;Clint Eastwood;2003;138;12;15/04/2027 10:00;8,50
P619;October Sky;Biography;Joe Johnston;1999;108;6;14/04/2027 13:00;6,50
P620;Cabaret;Drama;Bob Fosse;1972;124;12;14/04/2027 10:00;7,50
P621;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;13/04/2027 13:00;8,50
P622;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;13/04/2027 10:30;7,50
P623;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;12/04/2027 14:00;8,50
P624;The Last Samurai;Action;Edward Zwick;2003;154;12;12/04/2027 10:30;6,50
P625;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;11/04/2027 19:30;8,50
P626;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;11/04/2027 16:00;6,50
P627;Seppuku;Action;Masaki Kobayashi;1962;133;12;11/04/2027 13:00;7,50
P628;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;11/04/2027 10:00;8,50
P629;Persepolis;Animation;Vincent Paronnaud;2007;96;12;10/04/2027 17:30;8,50
P630;Star Wars;Action;George Lucas;1977;121;12;10/04/2027 14:30;8,00
P631;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;10/04/2027 10:00;8,50
P632;No Country for Old Men;Crime;Ethan Coen;2007;122;16;09/04/2027 13:30;6,50
P633;Escape from Alcatraz;Action;Don Siegel;1979;112;12;09/04/2027 10:30;8,50
P634;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;08/04/2027 13:30;8,50
P635;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;08/04/2027 10:00;8,50
P636;Dark City;Mystery;Alex Proyas;1998;100;12;07/04/2027 13:00;7,00
P637;The Man Who Shot Liberty Valance;Drama;John Ford;1962;123;12;07/04/2027 10:00;8,00
P638;October Sky;Biography;Joe Johnston;1999;108;6;06/04/2027 10:00;6,50
P639;October Sky;Biography;Joe Johnston;1999;108;6;05/04/2027 10:00;7,00
P640;Escape from Alcatraz;Action;Don Siegel;1979;112;12;04/04/2027 19:00;10,00
P641;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;04/04/2027 16:00;8,50
P642;Star Wars;Action;George Lucas;1977;121;12;04/04/2027 13:00;6,50
P643;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;04/04/2027 10:00;7,50
P644;The Man Who Shot Liberty Valance;Drama;John Ford;1962;123;12;03/04/2027 15:00;8,50
P645;Persepolis;Animation;Vincent Paronnaud;2007;96;12;03/04/2027 12:30;8,00
P646;October Sky;Biography;Joe Johnston;1999;108;6;03/04/2027 10:00;7,50
P647;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;02/04/2027 16:00;7,00
P648;Star Wars;Action;George Lucas;1977;121;12;02/04/2027 13:00;7,50
P649;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;02/04/2027 10:30;7,50
P650;Star Wars;Action;George Lucas;1977;121;12;01/04/2027 10:30;8,00
P651;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;31/03/2027 13:00;7,00
P652;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;31/03/2027 10:00;6,50
P653;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;30/03/2027 10:30;6,50
P654;Million Dollar Baby;Drama;Clint Eastwood;2004;132;12;29/03/2027 16:30;6,50
P655;October Sky;Biography;Joe Johnston;1999;108;6;29/03/2027 13:30;8,00
P656;The Goonies;Adventure;Richard Donner;1985;114;0;29/03/2027 10:30;7,00
P657;Persepolis;Animation;Vincent Paronnaud;2007;96;12;28/03/2027 16:30;7,50
P658;The Red Shoes;Drama;Michael Powell;1948;135;12;28/03/2027 13:30;6,50
P659;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;28/03/2027 10:00;8,50
P660;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;27/03/2027 18:30;9,50
P661;The Red Shoes;Drama;Michael Powell;1948;135;12;27/03/2027 15:30;6,50
P662;Raging Bull;Biography;Martin Scorsese;1980;129;12;27/03/2027 12:30;6,50
P663;Duck Soup;Comedy;Leo McCarey;1933;69;12;27/03/2027 10:30;7,50
P664;La dolce vita;Comedy;Federico Fellini;1960;174;12;26/03/2027 13:00;8,50
P665;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;26/03/2027 10:00;8,00
P666;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;25/03/2027 12:30;7,50
P667;The Goonies;Adventure;Richard Donner;1985;114;0;25/03/2027 10:00;8,50
P668;All the President's Men;Biography;Alan J. Pakula;1976;138;0;24/03/2027 10:00;8,00
P669;Duck Soup;Comedy;Leo McCarey;1933;69;12;23/03/2027 13:30;8,50
P670;The Silence of the Lambs;Crime;Jonathan Demme;1991;118;12;23/03/2027 10:30;8,50
P671;The Red Shoes;Drama;Michael Powell;1948;135;12;22/03/2027 18:00;9,00
P672;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;22/03/2027 13:30;7,00
P673;The Silence of the Lambs;Crime;Jonathan Demme;1991;118;12;22/03/2027 10:30;8,50
P674;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;21/03/2027 16:30;7,00
P675;Citizen Kane;Drama;Orson Welles;1941;119;12;21/03/2027 13:30;6,50
P676;Gegen die Wand;Drama;Fatih Akin;2004;121;16;21/03/2027 10:30;8,50
P677;Raging Bull;Biography;Martin Scorsese;1980;129;12;20/03/2027 17:30;7,50
P678;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;20/03/2027 13:30;7,00
P679;Stalag 17;Comedy;Billy Wilder;1953;120;12;20/03/2027 10:30;8,50
P680;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;19/03/2027 16:00;8,00
P681;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;19/03/2027 13:30;7,50
P682;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;19/03/2027 10:30;6,50
P683;All the President's Men;Biography;Alan J. Pakula;1976;138;0;18/03/2027 15:30;6,50
P684;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;18/03/2027 12:30;7,00
P685;Duck Soup;Comedy;Leo McCarey;1933;69;12;18/03/2027 10:30;7,00
P686;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;17/03/2027 13:00;7,00
P687;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;17/03/2027 10:30;8,50
P688;Duck Soup;Comedy;Leo McCarey;1933;69;12;16/03/2027 15:30;7,50
P689;All the President's Men;Biography;Alan J. Pakula;1976;138;0;16/03/2027 12:30;8,00
P690;Persepolis;Animation;Vincent Paronnaud;2007;96;12;16/03/2027 10:00;7,50
P691;La planète sauvage;Animation;René Laloux;1973;72;0;15/03/2027 14:00;8,50
P692;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;15/03/2027 10:30;8,50
P693;All the President's Men;Biography;Alan J. Pakula;1976;138;0;14/03/2027 17:00;7,50
P694;La dolce vita;Comedy;Federico Fellini;1960;174;12;14/03/2027 13:00;6,50
P695;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;14/03/2027 10:00;8,00
P696;All the President's Men;Biography;Alan J. Pakula;1976;138;0;13/03/2027 15:30;8,50
P697;Stalag 17;Comedy;Billy Wilder;1953;120;12;13/03/2027 12:30;6,50
P698;Le dîner de cons;Comedy;Francis Veber;1998;80;12;13/03/2027 10:30;8,00
P699;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;12/03/2027 10:30;8,50
P700;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;11/03/2027 16:00;8,00
P701;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;11/03/2027 13:30;7,00
P702;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;11/03/2027 10:00;6,50
P703;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;10/03/2027 15:30;8,50
P704;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;10/03/2027 13:00;6,50
P705;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;10/03/2027 10:30;7,00
P706;Escape from Alcatraz;Action;Don Siegel;1979;112;12;09/03/2027 10:30;7,00
P707;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;08/03/2027 15:00;7,00
P708;La planète sauvage;Animation;René Laloux;1973;72;0;08/03/2027 13:00;7,00
P709;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;08/03/2027 10:30;8,50
P710;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;07/03/2027 19:00;8,50
P711;Life of Brian;Comedy;Terry Jones;1979;94;16;07/03/2027 16:30;7,00
P712;The Goonies;Adventure;Richard Donner;1985;114;0;07/03/2027 13:30;6,50
P713;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;07/03/2027 10:30;7,00
P714;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;06/03/2027 15:30;7,50
P715;La planète sauvage;Animation;René Laloux;1973;72;0;06/03/2027 13:30;7,50
P716;Stalag 17;Comedy;Billy Wilder;1953;120;12;06/03/2027 10:30;8,50
P717;Misery;Drama;Rob Reiner;1990;107;16;05/03/2027 10:00;8,50
P718;After Hours;Comedy;Martin Scorsese;1985;97;12;04/03/2027 10:00;8,50
P719;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;03/03/2027 15:00;8,00
P720;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;03/03/2027 13:00;8,50
P721;The Terminator;Action;James Cameron;1984;107;12;03/03/2027 10:00;7,50
P722;Glory;Biography;Edward Zwick;1989;122;16;02/03/2027 15:00;7,50
P723;The Goonies;Adventure;Richard Donner;1985;114;0;02/03/2027 12:30;7,00
P724;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;02/03/2027 10:00;6,50
P725;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;01/03/2027 10:00;6,50
P726;The Lion King;Animation;Roger Allers;1994;88;0;28/02/2027 19:00;10,00
P727;Inside Man;Crime;Spike Lee;2006;129;16;28/02/2027 16:00;6,50
P728;Gegen die Wand;Drama;Fatih Akin;2004;121;16;28/02/2027 13:00;7,50
P729;The Notebook;Drama;Nick Cassavetes;2004;123;12;28/02/2027 10:00;8,00
P730;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;27/02/2027 15:30;7,00
P731;Brazil;Drama;Terry Gilliam;1985;132;0;27/02/2027 12:30;8,00
P732;Le dîner de cons;Comedy;Francis Veber;1998;80;12;27/02/2027 10:30;7,50
P733;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;26/02/2027 12:30;7,00
P734;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;26/02/2027 10:00;7,50
P735;Stardust;Adventure;Matthew Vaughn;2007;127;0;25/02/2027 10:00;7,50
P736;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;24/02/2027 10:00;7,00
P737;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;23/02/2027 16:00;8,00
P738;The Notebook;Drama;Nick Cassavetes;2004;123;12;23/02/2027 13:00;6,50
P739;Glory;Biography;Edward Zwick;1989;122;16;23/02/2027 10:00;7,00
P740;The Terminator;Action;James Cameron;1984;107;12;22/02/2027 10:00;7,00
P741;Le dîner de cons;Comedy;Francis Veber;1998;80;12;21/02/2027 18:30;10,00
P742;Le dîner de cons;Comedy;Francis Veber;1998;80;12;21/02/2027 16:30;8,00
P743;Inside Man;Crime;Spike Lee;2006;129;16;21/02/2027 13:30;7,50
P744;Gegen die Wand;Drama;Fatih Akin;2004;121;16;21/02/2027 10:30;8,00
P745;La planète sauvage;Animation;René Laloux;1973;72;0;20/02/2027 19:30;9,00
P746;Au revoir les enfants;Drama;Louis Malle;1987;104;0;20/02/2027 17:00;8,00
P747;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;20/02/2027 13:00;6,50
P748;The Terminator;Action;James Cameron;1984;107;12;20/02/2027 10:30;8,00
P749;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;19/02/2027 12:30;7,50
P750;The Terminator;Action;James Cameron;1984;107;12;19/02/2027 10:00;8,00
P751;The Terminator;Action;James Cameron;1984;107;12;18/02/2027 12:00;6,50
P752;Le dîner de cons;Comedy;Francis Veber;1998;80;12;18/02/2027 10:00;8,50
P753;Glory;Biography;Edward Zwick;1989;122;16;17/02/2027 15:30;6,50
P754;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;17/02/2027 13:00;8,00
P755;Stardust;Adventure;Matthew Vaughn;2007;127;0;17/02/2027 10:00;6,50
P756;The Notebook;Drama;Nick Cassavetes;2004;123;12;16/02/2027 15:30;6,50
P757;The Lion King;Animation;Roger Allers;1994;88;0;16/02/2027 13:00;7,00
P758;Brazil;Drama;Terry Gilliam;1985;132;0;16/02/2027 10:00;7,00
P759;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;15/02/2027 15:30;7,00
P760;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;15/02/2027 12:30;7,00
P761;Le dîner de cons;Comedy;Francis Veber;1998;80;12;15/02/2027 10:00;8,00
P762;The Lion King;Animation;Roger Allers;1994;88;0;14/02/2027 18:00;10,00
P763;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;14/02/2027 15:00;8,00
P764;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;14/02/2027 12:30;7,00
P765;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;14/02/2027 10:00;8,00
P766;The Lion King;Animation;Roger Allers;1994;88;0;13/02/2027 17:30;8,00
P767;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;13/02/2027 14:30;8,50
P768;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;13/02/2027 12:00;6,50
P769;Le dîner de cons;Comedy;Francis Veber;1998;80;12;13/02/2027 10:00;6,50
P770;The Notebook;Drama;Nick Cassavetes;2004;123;12;12/02/2027 17:00;7,00
P771;The Fifth Element;Action;Luc Besson;1997;126;12;12/02/2027 14:00;8,50
P772;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;12/02/2027 10:00;7,50
P773;Brazil;Drama;Terry Gilliam;1985;132;0;11/02/2027 13:00;8,00
P774;The Odd Couple;Comedy;Gene Saks;1968;105;0;11/02/2027 10:30;7,00
P775;Lawrence of Arabia;Adventure;David Lean;1962;228;0;10/02/2027 12:30;6,50
P776;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;10/02/2027 10:00;8,50
P777;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;09/02/2027 13:00;7,00
P778;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;09/02/2027 10:00;8,00
P779;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;08/02/2027 14:00;6,50
P780;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;07/02/2027 15:00;8,00
P781;The Lion King;Animation;Roger Allers;1994;88;0;07/02/2027 12:30;8,50
P782;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;07/02/2027 10:30;6,50
P783;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;06/02/2027 18:00;8,50
P784;Gegen die Wand;Drama;Fatih Akin;2004;121;16;06/02/2027 15:00;7,50
P785;Lawrence of Arabia;Adventure;David Lean;1962;228;0;06/02/2027 10:30;7,00
P786;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;05/02/2027 10:30;7,50
P787;Lawrence of Arabia;Adventure;David Lean;1962;228;0;04/02/2027 15:00;7,00
P788;Eastern Promises;Action;David Cronenberg;2007;100;16;04/02/2027 12:30;7,50
P789;Au revoir les enfants;Drama;Louis Malle;1987;104;0;04/02/2027 10:00;8,50
P790;Le dîner de cons;Comedy;Francis Veber;1998;80;12;03/02/2027 14:30;8,00
P791;Lawrence of Arabia;Adventure;David Lean;1962;228;0;03/02/2027 10:00;8,00
P792;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;02/02/2027 13:30;7,00
P793;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;02/02/2027 10:30;8,00
P794;Le dîner de cons;Comedy;Francis Veber;1998;80;12;01/02/2027 10:00;8,00
P795;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;31/01/2027 21:00;8,50
P796;Ba wang bie ji;Drama;Kaige Chen;1993;171;16;31/01/2027 17:30;8,00
P797;Lawrence of Arabia;Adventure;David Lean;1962;228;0;31/01/2027 13:00;8,50
P798;Inside Man;Crime;Spike Lee;2006;129;16;31/01/2027 10:00;8,00
P799;Chinatown;Drama;Roman Polanski;1974;130;12;30/01/2027 16:00;8,00
P800;Chinatown;Drama;Roman Polanski;1974;130;12;30/01/2027 13:00;8,50
P801;Gegen die Wand;Drama;Fatih Akin;2004;121;16;30/01/2027 10:00;8,00
P802;Persona;Drama;Ingmar Bergman;1966;85;12;29/01/2027 12:30;7,00
P803;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;29/01/2027 10:00;8,50
P804;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;28/01/2027 15:00;7,50
P805;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;28/01/2027 12:30;6,50
P806;Le dîner de cons;Comedy;Francis Veber;1998;80;12;28/01/2027 10:00;8,00
P807;Stalker;Drama;Andrei Tarkovsky;1979;162;0;27/01/2027 10:00;7,50
P808;Walk the Line;Biography;James Mangold;2005;136;12;26/01/2027 12:00;8,00
P809;Toy Story;Animation;John Lasseter;1995;81;0;26/01/2027 10:00;6,50
P810;The Notebook;Drama;Nick Cassavetes;2004;123;12;25/01/2027 10:00;6,50
P811;The Notebook;Drama;Nick Cassavetes;2004;123;12;24/01/2027 18:30;10,00
P812;The Fifth Element;Action;Luc Besson;1997;126;12;24/01/2027 15:30;6,50
P813;Inside Man;Crime;Spike Lee;2006;129;16;24/01/2027 12:30;6,50
P814;Toy Story;Animation;John Lasseter;1995;81;0;24/01/2027 10:00;8,00
P815;Hera Pheri;Action;Priyadarshan;2000;156;0;23/01/2027 16:30;8,50
P816;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;23/01/2027 12:30;7,50
P817;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;23/01/2027 10:30;6,50
P818;Kung fu;Action;Stephen Chow;2004;99;12;22/01/2027 12:30;8,00
P819;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;22/01/2027 10:00;6,50
P820;Night of the Living Dead;Horror;George A. Romero;1968;96;12;21/01/2027 10:00;6,50
P821;Hamlet;Drama;Kenneth Branagh;1996;242;12;20/01/2027 13:00;6,50
P822;Sunrise: A Song of Two Humans;Drama;F.W. Murnau;1927;94;12;20/01/2027 10:30;6,50
P823;The Notebook;Drama;Nick Cassavetes;2004;123;12;19/01/2027 15:30;7,50
P824;Au revoir les enfants;Drama;Louis Malle;1987;104;0;19/01/2027 13:00;7,50
P825;The Notebook;Drama;Nick Cassavetes;2004;123;12;19/01/2027 10:00;7,00
P826;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;18/01/2027 16:30;6,50
P827;The Notebook;Drama;Nick Cassavetes;2004;123;12;18/01/2027 13:30;7,00
P828;The Fifth Element;Action;Luc Besson;1997;126;12;18/01/2027 10:30;8,00
P829;Kung fu;Action;Stephen Chow;2004;99;12;17/01/2027 16:00;8,00
P830;Hera Pheri;Action;Priyadarshan;2000;156;0;17/01/2027 12:30;8,50
P831;Donnie Darko;Drama;Richard Kelly;2001;113;16;17/01/2027 10:00;6,50
P832;Night of the Living Dead;Horror;George A. Romero;1968;96;12;16/01/2027 18:00;10,00
P833;Dark City;Mystery;Alex Proyas;1998;100;12;16/01/2027 15:30;7,50
P834;The Notebook;Drama;Nick Cassavetes;2004;123;12;16/01/2027 12:30;8,50
P835;After Hours;Comedy;Martin Scorsese;1985;97;12;16/01/2027 10:00;7,00
P836;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;15/01/2027 10:00;7,00
P837;Hamlet;Drama;Kenneth Branagh;1996;242;12;14/01/2027 13:30;8,50
P838;The Notebook;Drama;Nick Cassavetes;2004;123;12;14/01/2027 10:30;6,50
P839;His Girl Friday;Comedy;Howard Hawks;1940;92;12;13/01/2027 13:00;7,50
P840;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;13/01/2027 10:00;6,50
P841;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;12/01/2027 10:30;8,50
P842;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;11/01/2027 15:30;8,00
P843;The Fifth Element;Action;Luc Besson;1997;126;12;11/01/2027 12:30;8,50
P844;Donnie Darko;Drama;Richard Kelly;2001;113;16;11/01/2027 10:00;8,50
P845;The Big Lebowski;Comedy;Joel Coen;1998;117;16;10/01/2027 18:00;9,00
P846;Sunrise: A Song of Two Humans;Drama;F.W. Murnau;1927;94;12;10/01/2027 15:30;8,00
P847;Donnie Darko;Drama;Richard Kelly;2001;113;16;10/01/2027 13:00;8,00
P848;Dark City;Mystery;Alex Proyas;1998;100;12;10/01/2027 10:30;7,00
P849;Hamlet;Drama;Kenneth Branagh;1996;242;12;09/01/2027 16:00;7,00
P850;Fantasia;Animation;James Algar;1940;125;0;09/01/2027 13:00;7,00
P851;Dark City;Mystery;Alex Proyas;1998;100;12;09/01/2027 10:30;8,00
P852;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;08/01/2027 10:00;7,00
P853;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;07/01/2027 15:30;7,00
P854;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;07/01/2027 13:00;8,50
P855;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;07/01/2027 10:30;8,00
P856;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;06/01/2027 10:30;7,50
P857;Fantasia;Animation;James Algar;1940;125;0;05/01/2027 10:30;6,50
P858;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;04/01/2027 10:30;8,00
P859;Blow;Biography;Ted Demme;2001;124;16;03/01/2027 18:00;9,50
P860;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;03/01/2027 15:00;7,50
P861;High Noon;Drama;Fred Zinnemann;1952;85;6;03/01/2027 12:30;8,00
P862;Adams æbler;Comedy;Anders Thomas Jensen;2005;94;16;03/01/2027 10:00;7,00
P863;Tôkyô monogatari;Drama;Yasujirô Ozu;1953;136;0;02/01/2027 20:30;9,50
P864;Eastern Promises;Action;David Cronenberg;2007;100;16;02/01/2027 18:00;8,50
P865;Ba wang bie ji;Drama;Kaige Chen;1993;171;16;02/01/2027 14:00;7,00
P866;Breaking the Waves;Drama;Lars von Trier;1996;159;16;02/01/2027 10:30;8,00
P867;Adams æbler;Comedy;Anders Thomas Jensen;2005;94;16;01/01/2027 16:30;7,50
P868;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;01/01/2027 14:00;8,00
P869;Breaking the Waves;Drama;Lars von Trier;1996;159;16;01/01/2027 10:30;7,00
P870;The Killing Fields;Biography;Roland Joffé;1984;141;12;31/12/2026 15:30;8,50
P871;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;31/12/2026 12:30;8,00
P872;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;31/12/2026 10:00;7,00
P873;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;30/12/2026 17:00;7,50
P874;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;30/12/2026 14:00;8,50
P875;Breaking the Waves;Drama;Lars von Trier;1996;159;16;30/12/2026 10:30;8,50
P876;Stalker;Drama;Andrei Tarkovsky;1979;162;0;29/12/2026 13:00;8,00
P877;Kung fu;Action;Stephen Chow;2004;99;12;29/12/2026 10:30;6,50
P878;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;28/12/2026 15:30;8,50
P879;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;28/12/2026 12:30;7,00
P880;Sanjuro;Action;Akira Kurosawa;1962;96;0;28/12/2026 10:00;6,50
P881;Kung fu;Action;Stephen Chow;2004;99;12;27/12/2026 16:00;8,00
P882;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;27/12/2026 13:00;7,00
P883;His Girl Friday;Comedy;Howard Hawks;1940;92;12;27/12/2026 10:30;7,00
P884;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;26/12/2616 16:00;8,50
P885;Rear Window;Mystery;Alfred Hitchcock;1954;112;0;26/12/2026 13:00;8,50
P886;Harold and Maude;Comedy;Hal Ashby;1971;91;6;26/12/2026 10:30;7,00
P887;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;25/12/2026 15:30;7,00
P888;The Fifth Element;Action;Luc Besson;1997;126;12;25/12/2026 12:30;6,50
P889;Planes, Trains & Automobiles;Comedy;John Hughes;1987;93;0;25/12/2026 10:00;8,00
